,Symbol,Name,LastSale,Sector,industry
820,BAP,Credicorp Ltd.,209.16,Finance,Commercial Banks
821,CS,Credit Suisse Group,11.37,Finance,Investment Bankers/Brokers/Service
822,CPG,Crescent Point Energy Corporation,2.96,Energy,Oil & Gas Production
823,CEQP,Crestwood Equity Partners LP,35.13,Consumer Services,Other Consumer Services
824,CEQP^,Crestwood Equity Partners LP,9.42,,
825,CRH,CRH PLC,31.3,Capital Goods,Building Materials
826,CRT,Cross Timbers Royalty Trust,10.32,Energy,Oil & Gas Production
827,CAPL,CrossAmerica Partners LP,16.28,Energy,Oil Refining/Marketing
828,CCI,Crown Castle International Corporation,133.13,Consumer Services,Real Estate Investment Trusts
829,CCI^A,Crown Castle International Corporation,1222.08,,
830,CCK,"Crown Holdings, Inc.",63.35,Consumer Durables,Containers/Packaging
831,CRY,"CryoLife, Inc.",26.68,Health Care,Medical/Dental Instruments
832,CSS,"CSS Industries, Inc.",5.0,Consumer Services,Consumer: Greeting Cards
833,CTS,CTS Corporation,29.19,Technology,Electrical Products
834,CUBE,CubeSmart,34.37,Consumer Services,Real Estate Investment Trusts
835,CUB,Cubic Corporation,63.36,Capital Goods,Industrial Machinery/Components
836,CFR,"Cullen/Frost Bankers, Inc.",85.92,Finance,Major Banks
837,CFR^A,"Cullen/Frost Bankers, Inc.",26.08,,
838,CULP,"Culp, Inc.",16.72,Basic Industries,Textiles
839,CMI,Cummins Inc.,151.43,Energy,Industrial Machinery/Components
840,CURO,CURO Group Holdings Corp.,12.98,Finance,Finance: Consumer Services
841,CW,Curtiss-Wright Corporation,118.6,Technology,Industrial Machinery/Components
842,SRF,Cushing Energy Income Fund (The),6.17,,
843,SRV,Cushing MLP & Infrastructure Total Return Fund,9.84,,
844,SZC,Cushing Renaissance Fund (The),13.12,,
845,CWK,Cushman & Wakefield plc,17.18,Finance,Real Estate
846,CUBI,"Customers Bancorp, Inc",18.88,Finance,Major Banks
847,CUBI^C,"Customers Bancorp, Inc",26.1,,
848,CUBI^D,"Customers Bancorp, Inc",26.1001,,
849,CUBI^E,"Customers Bancorp, Inc",26.1522,,
850,CUBI^F,"Customers Bancorp, Inc",26.28,,
851,CVI,CVR Energy Inc.,48.5,Energy,Integrated oil Companies
852,UAN,"CVR Partners, LP",3.73,Basic Industries,Agricultural Chemicals
853,CVS,CVS Health Corporation,54.51,Health Care,Medical/Nursing Services
854,CELP,"Cypress Energy Partners, L.P.",7.52,Energy,Oilfield Services/Equipment
855,DHI,"D.R. Horton, Inc.",45.93,Capital Goods,Homebuilding
856,DAN,Dana Incorporated,14.5,Capital Goods,Auto Parts:O.E.M.
857,DHR,Danaher Corporation,135.7,Capital Goods,Industrial Machinery/Components
858,DHR^A,Danaher Corporation,1113.0,,
859,DAC,Danaos Corporation,7.32,Transportation,Marine Transportation
860,DQ,DAQO New Energy Corp.,39.83,Technology,Semiconductors
861,DRI,"Darden Restaurants, Inc.",118.02,Consumer Services,Restaurants
862,DAR,Darling Ingredients Inc.,19.56,Consumer Non-Durables,Packaged Foods
863,DVA,DaVita Inc.,58.63,Health Care,Hospital/Nursing Management
864,DCP,DCP Midstream LP,26.57,Public Utilities,Natural Gas Distribution
865,DCP^B,DCP Midstream LP,24.36,,
866,DCP^C,DCP Midstream LP,24.75,,
867,DF,Dean Foods Company,1.67,Consumer Non-Durables,Packaged Foods
868,DECK,Deckers Outdoor Corporation,145.59,Consumer Non-Durables,Shoe Manufacturing
869,DE,Deere & Company,151.06,Capital Goods,Industrial Machinery/Components
870,DEX,Delaware Enhanced Global Dividend,9.6,,
871,DDF,"Delaware Investments Dividend & Income Fund, Inc.",13.26,,
872,DKL,"Delek Logistics Partners, L.P.",32.01,Energy,Natural Gas Distribution
873,DK,"Delek US Holdings, Inc.",38.01,Energy,Integrated oil Companies
874,DELL,Dell Technologies Inc.,50.42,Technology,Computer Manufacturing
875,DLPH,Delphi Technologies PLC,15.04,Capital Goods,Auto Parts:O.E.M.
876,DAL,"Delta Air Lines, Inc.",57.82,Transportation,Air Freight/Delivery Services
877,DLX,Deluxe Corporation,41.91,Consumer Durables,Publishing
878,DNR,Denbury Resources Inc.,0.97,Energy,Oil & Gas Production
879,DBI,Designer Brands Inc.,16.75,Consumer Services,Clothing/Shoe/Accessory Stores
880,DESP,"Despegar.com, Corp.",12.9,Consumer Services,Transportation Services
881,DKT,Deutsch Bk Contingent Cap Tr V,25.28,Finance,Major Banks
882,DB,Deutsche Bank AG,7.65,Finance,Major Banks
883,DXB,Deutsche Bank AG,24.69,Finance,Major Banks
884,DVN,Devon Energy Corporation,24.06,Energy,Oil & Gas Production
885,DHX,"DHI Group, Inc.",3.41,Miscellaneous,Business Services
886,DHT,"DHT Holdings, Inc.",5.31,Transportation,Marine Transportation
887,DEO,Diageo plc,163.28,Consumer Non-Durables,Beverages (Production/Distribution)
888,DO,"Diamond Offshore Drilling, Inc.",6.17,Energy,Oil & Gas Production
889,DSSI,Diamond S Shipping Inc.,10.9,Consumer Services,Transportation Services
890,DRH,Diamondrock Hospitality Company,9.43,Consumer Services,Real Estate Investment Trusts
891,DSX,Diana Shipping inc.,3.18,Transportation,Marine Transportation
892,DSX^B,Diana Shipping inc.,24.747,,
893,DKS,Dick&#39;s Sporting Goods Inc,33.53,Consumer Services,Other Specialty Stores
894,DBD,Diebold Nixdorf Incorporated,12.84,Miscellaneous,Office Equipment/Supplies/Services
895,DLR,"Digital Realty Trust, Inc.",115.51,Consumer Services,Real Estate Investment Trusts
896,DLR^C,"Digital Realty Trust, Inc.",26.62,,
897,DLR^G,"Digital Realty Trust, Inc.",25.4,,
898,DLR^I,"Digital Realty Trust, Inc.",26.23,,
899,DLR^J,"Digital Realty Trust, Inc.",25.5785,,
900,DLR^K,"Digital Realty Trust, Inc.",26.201999999999998,,
901,DDS,"Dillard&#39;s, Inc.",69.97,Consumer Services,Department/Specialty Retail Stores
902,DDT,"Dillard&#39;s, Inc.",25.89,Consumer Services,Department/Specialty Retail Stores
903,DIN,"Dine Brands Global, Inc.",81.1,Consumer Services,Restaurants
904,DPLO,"Diplomat Pharmacy, Inc.",5.11,Health Care,Medical/Nursing Services
905,DFS,Discover Financial Services,83.2,Finance,Finance: Consumer Services
906,DNI,Dividend and Income Fund,11.11,,
907,DLB,Dolby Laboratories,57.38,Miscellaneous,Multi-Sector Companies
908,DG,Dollar General Corporation,132.65,Consumer Services,Department/Specialty Retail Stores
909,D,"Dominion Energy, Inc.",74.67,Public Utilities,Electric Utilities: Central
910,DCUD,"Dominion Energy, Inc.",50.28,Public Utilities,Electric Utilities: Central
911,DCUE,"Dominion Energy, Inc.",100.93,Public Utilities,Electric Utilities: Central
912,DRUA,"Dominion Energy, Inc.",25.72,Public Utilities,Electric Utilities: Central
913,DPZ,Domino&#39;s Pizza Inc,239.72,Consumer Non-Durables,Food Distributors
914,UFS,Domtar Corporation,36.16,Basic Industries,Paper
915,DCI,"Donaldson Company, Inc.",46.8,Capital Goods,Pollution Control Equipment
916,DFIN,"Donnelley Financial Solutions, Inc.",12.04,Consumer Services,Other Consumer Services
917,LPG,Dorian LPG Ltd.,8.21,Transportation,Marine Transportation
918,DSL,DoubleLine Income Solutions Fund,20.29,,
919,DBL,DoubleLine Opportunistic Credit Fund,20.48,,
920,PLOW,"Douglas Dynamics, Inc.",38.29,Capital Goods,Construction/Ag Equipment/Trucks
921,DEI,"Douglas Emmett, Inc.",39.65,Consumer Services,Real Estate Investment Trusts
922,DOV,Dover Corporation,89.9,Technology,Industrial Machinery/Components
923,DVD,"Dover Motorsports, Inc.",2.01,Consumer Services,Services-Misc. Amusement & Recreation
924,DOW,Dow Inc.,44.77,Basic Industries,Major Chemicals
925,RDY,Dr. Reddy&#39;s Laboratories Ltd,35.21,Health Care,Major Pharmaceuticals
926,DRD,DRDGOLD Limited,3.44,Basic Industries,Precious Metals
927,DRQ,"Dril-Quip, Inc.",47.68,Energy,Metal Fabrications
928,DS,Drive Shack Inc.,4.75,Consumer Services,Restaurants
929,DS^B,Drive Shack Inc.,25.9322,,
930,DS^C,Drive Shack Inc.,25.29,,
931,DS^D,Drive Shack Inc.,24.9219,,
932,DTE,DTE Energy Company,126.92,Public Utilities,Electric Utilities: Central
933,DTJ,DTE Energy Company,26.03,Public Utilities,Electric Utilities: Central
934,DTQ,DTE Energy Company,25.33,Public Utilities,Electric Utilities: Central
935,DTV,DTE Energy Company,55.69,Public Utilities,Electric Utilities: Central
936,DTW,DTE Energy Company,26.55,Public Utilities,Electric Utilities: Central
937,DTY,DTE Energy Company,27.61,Public Utilities,Electric Utilities: Central
938,DCO,Ducommun Incorporated,39.33,Capital Goods,Military/Government/Technical
939,DPG,Duff & Phelps Global Utility Income Fund Inc.,14.98,,
940,DSE,Duff & Phelps Select MLP and Midstream Energy Fund,4.98,,
941,DNP,"Duff & Phelps Utilities Income, Inc.",12.02,,
942,DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.01,,
943,DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",8.82,,
944,DUK,Duke Energy Corporation,86.96,Public Utilities,Power Generation
945,DUK^A,Duke Energy Corporation,27.1841,Public Utilities,Power Generation
946,DUKB,Duke Energy Corporation,26.85,Public Utilities,Power Generation
947,DUKH,Duke Energy Corporation,25.26,Public Utilities,Power Generation
948,DRE,Duke Realty Corporation,32.08,Consumer Services,Real Estate Investment Trusts
949,DD,"DuPont de Nemours, Inc.",66.06,Basic Industries,Major Chemicals
950,DXC,DXC Technology Company,50.86,Technology,EDP Services
951,DY,"Dycom Industries, Inc.",49.56,Basic Industries,Water Supply
952,DLNG,Dynagas LNG Partners LP,1.3,Consumer Services,Marine Transportation
953,DLNG^A,Dynagas LNG Partners LP,18.01,,
954,DLNG^B,Dynagas LNG Partners LP,16.5,,
955,DT,"Dynatrace, Inc.",23.74,,
956,DX,"Dynex Capital, Inc.",15.9,Consumer Services,Real Estate Investment Trusts
957,DX^A,"Dynex Capital, Inc.",25.53,,
958,DX^B,"Dynex Capital, Inc.",24.7991,,
959,CTA^A,E.I. du Pont de Nemours and Company,82.81,,
960,CTA^B,E.I. du Pont de Nemours and Company,114.226,,
961,ELF,"e.l.f. Beauty, Inc.",15.84,Consumer Non-Durables,Package Goods/Cosmetics
962,EGIF,Eagle Growth and Income Opportunities Fund,15.2,,
963,EXP,Eagle Materials Inc,82.71,Capital Goods,Building Materials
964,ECC           ,Eagle Point Credit Company Inc.,16.71,,
965,ECCA,Eagle Point Credit Company Inc.,25.65,,
966,ECCB,Eagle Point Credit Company Inc.,26.27,,
967,ECCX,Eagle Point Credit Company Inc.,25.7375,,
968,ECCY,Eagle Point Credit Company Inc.,25.94,,
969,EIC,Eagle Point Income Company Inc.,19.9536,,
970,ESTE,"Earthstone Energy, Inc.",3.61,Energy,Oil & Gas Production
971,DEA,"Easterly Government Properties, Inc.",18.94,Consumer Services,Real Estate Investment Trusts
972,EGP,"EastGroup Properties, Inc.",117.41,Consumer Services,Real Estate Investment Trusts
973,EMN,Eastman Chemical Company,67.94,Basic Industries,Major Chemicals
974,KODK,Eastman Kodak Company,2.44,Miscellaneous,Industrial Machinery/Components
975,ETN,"Eaton Corporation, PLC",76.83,Technology,Industrial Machinery/Components
976,ETV,Eaton Vance Corporation,14.84,,
977,ETW,Eaton Vance Corporation,9.37,,
978,EV,Eaton Vance Corporation,40.36,Finance,Investment Managers
979,EOI,Eaton Vance Enhance Equity Income Fund,14.56,,
980,EOS,Eaton Vance Enhanced Equity Income Fund II,16.62,,
981,EFT,Eaton Vance Floating Rate Income Trust,13.41,,
982,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.2,,
983,EFF,Eaton vance Floating-Rate Income Plus Fund,15.22,,
984,EHT,Eaton Vance High Income 2021 Target Term Trust,9.815,,
985,ETX           ,Eaton Vance Municipal Income 2028 Term Trust,21.27,,
986,EOT,Eaton Vance Municipal Income Trust,22.75,,
987,EVN,Eaton Vance Municipal Income Trust,12.81,,
988,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.2,,
989,EFR,Eaton Vance Senior Floating-Rate Fund,13.03,,
990,EVF,Eaton Vance Senior Income Trust,6.22,,
991,EVG,Eaton Vance Short Diversified Income Fund,13.21,,
992,EVT,Eaton Vance Tax Advantaged Dividend Income Fund,23.6,,
993,ETO,Eaton Vance Tax-Advantage Global Dividend Opp,24.25,,
994,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.58,,
995,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.62,,
996,EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.44,,
997,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.45,,
998,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,7.93,,
999,ECT,ECA Marcellus Trust I,1.62,Energy,Oil & Gas Production
1000,ECL,Ecolab Inc.,194.35,Basic Industries,Package Goods/Cosmetics
1001,EC,Ecopetrol S.A.,16.49,Energy,Oil & Gas Production
1002,EIX,Edison International,72.51,Public Utilities,Electric Utilities: Central
1003,EW,Edwards Lifesciences Corporation,209.43,Health Care,Industrial Specialties
1004,EP^C,El Paso Corporation,53.0,Public Utilities,Natural Gas Distribution
1005,EE,El Paso Electric Company,66.54,Public Utilities,Electric Utilities: Central
1006,ELAN,Elanco Animal Health Incorporated,31.81,Health Care,Major Pharmaceuticals
1007,ESTC,Elastic N.V.,89.41,Technology,Computer Software: Prepackaged Software
1008,EGO,Eldorado Gold Corporation,8.66,Basic Industries,Precious Metals
1009,ESI,Element Solutions Inc.,9.44,Basic Industries,Major Chemicals
1010,ELVT,"Elevate Credit, Inc.",5.11,Finance,Finance: Consumer Services
1011,LLY,Eli Lilly and Company,108.71,Health Care,Major Pharmaceuticals
1012,EFC,Ellington Financial Inc.,16.87,Finance,Real Estate
1013,EARN,Ellington Residential Mortgage REIT,10.93,Consumer Services,Real Estate Investment Trusts
1014,AKO.A,Embotelladora Andina S.A.,,,
1015,AKO.B,Embotelladora Andina S.A.,,,
1016,ERJ,Embraer S.A.,19.32,Capital Goods,Aerospace
1017,EME,"EMCOR Group, Inc.",80.65,Capital Goods,Engineering & Construction
1018,EEX,"Emerald Expositions Events, Inc.",9.47,Miscellaneous,Business Services
1019,EBS,"Emergent Biosolutions, Inc.",43.12,Health Care,Major Pharmaceuticals
1020,EMR,Emerson Electric Company,59.45,Energy,Consumer Electronics/Appliances
1021,ESRT,"Empire State Realty Trust, Inc.",13.18,Consumer Services,Real Estate Investment Trusts
1022,EIG,Employers Holdings Inc,41.72,Finance,Property-Casualty Insurers
1023,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),17.27,Public Utilities,Electric Utilities: Central
1024,ENBL,"Enable Midstream Partners, LP",13.09,Public Utilities,Natural Gas Distribution
1025,ENB,Enbridge Inc,32.93,Energy,Natural Gas Distribution
1026,ENBA,Enbridge Inc,26.89,Energy,Natural Gas Distribution
1027,ECA,Encana Corporation,4.25,Energy,Oil & Gas Production
1028,EHC,Encompass Health Corporation,60.13,Health Care,Hospital/Nursing Management
1029,DAVA,Endava plc,35.85,Technology,EDP Services
1030,EXK,Endeavour Silver Corporation,2.56,Basic Industries,Precious Metals
1031,ENIA,Enel Americas S.A.,7.89,Public Utilities,Electric Utilities: Central
1032,ENIC,Enel Chile S.A.,4.14,Public Utilities,Electric Utilities: Central
1033,ENR,"Energizer Holdings, Inc.",39.11,Miscellaneous,Industrial Machinery/Components
1034,ENR^A,"Energizer Holdings, Inc.",87.84,,
1035,EPC,"Energizer Holdings, Inc.",28.96,Consumer Non-Durables,Package Goods/Cosmetics
1036,ET,Energy Transfer L.P.,13.3,Public Utilities,Natural Gas Distribution
1037,ETP^C,"Energy Transfer Operating, L.P.",23.99,,
1038,ETP^D,"Energy Transfer Operating, L.P.",24.3,,
1039,ETP^E,"Energy Transfer Operating, L.P.",24.58,,
1040,ERF,Enerplus Corporation,5.93,Energy,Oil & Gas Production
1041,ENS,Enersys,64.13,Consumer Non-Durables,Telecommunications Equipment
1042,E,ENI S.p.A.,30.03,Energy,Oil & Gas Production
1043,ENLC,"EnLink Midstream, LLC",8.74,Public Utilities,Natural Gas Distribution
1044,EBF,"Ennis, Inc.",19.8,Consumer Services,Office Equipment/Supplies/Services
1045,ENVA,"Enova International, Inc.",26.03,Finance,Finance: Consumer Services
1046,NPO,EnPro Industries,64.11,Basic Industries,Metal Fabrications
1047,ETM,Entercom Communications Corp.,5.23,Consumer Services,Broadcasting
1048,EAB,"Entergy Arkansas, LLC",26.42,Public Utilities,Electric Utilities: Central
1049,EAE,"Entergy Arkansas, LLC",25.758000000000003,Public Utilities,Electric Utilities: Central
1050,EAI,"Entergy Arkansas, LLC",26.12,Public Utilities,Electric Utilities: Central
1051,ETR,Entergy Corporation,104.91,Public Utilities,Electric Utilities: Central
1052,ELC,"Entergy Louisiana, Inc.",25.83,Public Utilities,Electric Utilities: Central
1053,ELJ,"Entergy Louisiana, Inc.",25.58,Public Utilities,Electric Utilities: Central
1054,ELU,"Entergy Louisiana, Inc.",25.33,Public Utilities,Electric Utilities: Central
1055,EMP,"Entergy Mississippi, LLC",26.06,Public Utilities,Electric Utilities: Central
1056,ENJ,"Entergy New Orleans, LLC",25.4838,Public Utilities,Power Generation
1057,ENO,"Entergy New Orleans, LLC",26.6878,Public Utilities,Power Generation
1058,EZT,Entergy Texas Inc,27.491,Public Utilities,Electric Utilities: Central
1059,EPD,Enterprise Products Partners L.P.,29.01,Public Utilities,Natural Gas Distribution
1060,EVC,Entravision Communications Corporation,3.06,Consumer Services,Broadcasting
1061,ENV,"Envestnet, Inc",65.63,Miscellaneous,Business Services
1062,EVA,"Enviva Partners, LP",29.92,Basic Industries,Forest Products
1063,ENZ,"Enzo Biochem, Inc.",3.24,Health Care,Medical Specialities
1064,EOG,"EOG Resources, Inc.",79.0,Energy,Oil & Gas Production
1065,EPAM,"EPAM Systems, Inc.",176.38,Technology,EDP Services
1066,EPR,EPR Properties,73.14,Consumer Services,Real Estate Investment Trusts
1067,EPR^C,EPR Properties,31.8189,,
1068,EPR^E,EPR Properties,37.97,,
1069,EPR^G,EPR Properties,25.17,,
1070,EQM,"EQM Midstream Partners, LP",34.96,Public Utilities,Natural Gas Distribution
1071,EQT,EQT Corporation,13.07,Energy,Oil & Gas Production
1072,EFX,"Equifax, Inc.",134.68,Finance,Finance: Consumer Services
1073,EQNR,Equinor ASA,17.01,Energy,Integrated oil Companies
1074,ETRN,Equitrans Midstream Corporation,15.35,Public Utilities,Natural Gas Distribution
1075,EQC,Equity Commonwealth,33.43,Consumer Services,Real Estate Investment Trusts
1076,EQC^D,Equity Commonwealth,26.86,,
1077,ELS,"Equity Lifestyle Properties, Inc.",124.74,Consumer Services,Real Estate Investment Trusts
1078,EQR,Equity Residential,78.18,Consumer Services,Real Estate Investment Trusts
1079,EQS,"Equus Total Return, Inc.",1.65,,
1080,ERA,"Era Group, Inc.",10.57,Transportation,Transportation Services
1081,EROS,Eros International PLC,1.49,Consumer Services,Movies/Entertainment
1082,ESE,ESCO Technologies Inc.,79.01,Capital Goods,Telecommunications Equipment
1083,ESNT,Essent Group Ltd.,44.85,Finance,Property-Casualty Insurers
1084,EPRT,"Essential Properties Realty Trust, Inc.",20.41,Consumer Services,Real Estate Investment Trusts
1085,ESS,"Essex Property Trust, Inc.",294.42,Consumer Services,Real Estate Investment Trusts
1086,EL,"Estee Lauder Companies, Inc. (The)",174.56,Consumer Non-Durables,Package Goods/Cosmetics
1087,ETH,Ethan Allen Interiors Inc.,17.55,Consumer Durables,Home Furnishings
1088,EURN,Euronav NV,7.81,Transportation,Marine Transportation
1089,EEA,"European Equity Fund, Inc. (The)",8.415,,
1090,EB,"Eventbrite, Inc.",16.45,Technology,"Computer Software: Programming, Data Processing"
1091,EVR,Evercore Inc.,77.99,Finance,Investment Managers
1092,RE,"Everest Re Group, Ltd.",239.15,Finance,Property-Casualty Insurers
1093,EVRG,"Evergy, Inc.",60.41,Public Utilities,Power Generation
1094,EVRI,Everi Holdings Inc.,11.0,Consumer Services,Services-Misc. Amusement & Recreation
1095,ES,Eversource Energy,76.55,Public Utilities,Electric Utilities: Central
1096,EVTC,"Evertec, Inc.",34.76,Technology,EDP Services
1097,EVH,"Evolent Health, Inc",6.12,Consumer Services,Other Consumer Services
1098,AQUA,Evoqua Water Technologies Corp.,12.9,Technology,Industrial Machinery/Components
1099,XAN,Exantas Capital Corp.,11.14,Consumer Services,Real Estate Investment Trusts
1100,XAN^C,Exantas Capital Corp.,26.066,,
1101,EXC,Exelon Corporation,44.42,Public Utilities,Power Generation
1102,EXPR,"Express, Inc.",2.16,Consumer Services,Clothing/Shoe/Accessory Stores
1103,EXTN,Exterran Corporation,12.38,Technology,Diversified Commercial Services
1104,EXR,Extra Space Storage Inc,114.12,Consumer Services,Real Estate Investment Trusts
1105,XOM,Exxon Mobil Corporation,70.28,Energy,Integrated oil Companies
1106,FNB,F.N.B. Corporation,11.13,Finance,Major Banks
1107,FNB^E,F.N.B. Corporation,28.82,,
1108,FN,Fabrinet,49.52,Public Utilities,Telecommunications Equipment
1109,FDS,FactSet Research Systems Inc.,269.87,Technology,"Computer Software: Programming, Data Processing"
1110,FICO,Fair Isaac Corporation,338.65,Miscellaneous,Business Services
1111,SFUN,Fang Holdings Limited,1.93,Technology,EDP Services
1112,FPAC,Far Point Acquisition Corporation,10.35,Finance,Business Services
1113,FPAC.U,Far Point Acquisition Corporation,,,
1114,FPAC.WS,Far Point Acquisition Corporation,,,
1115,FTCH,Farfetch Limited,18.09,Miscellaneous,Business Services
1116,FPI,Farmland Partners Inc.,5.94,Consumer Services,Real Estate Investment Trusts
1117,FPI^B,Farmland Partners Inc.,23.57,,
1118,FSLY,"Fastly, Inc.",19.8,Technology,Computer Software: Prepackaged Software
1119,FBK,FB Financial Corporation,35.73,Finance,Major Banks
1120,FFG,"FBL Financial Group, Inc.",59.48,Finance,Life Insurance
1121,AGM,Federal Agricultural Mortgage Corporation,76.74,Finance,Finance Companies
1122,AGM.A,Federal Agricultural Mortgage Corporation,,,
1123,AGM^A,Federal Agricultural Mortgage Corporation,25.8272,,
1124,AGM^C,Federal Agricultural Mortgage Corporation,26.6307,,
1125,AGM^D,Federal Agricultural Mortgage Corporation,25.8925,,
1126,FRT,Federal Realty Investment Trust,127.28,Consumer Services,Real Estate Investment Trusts
1127,FRT^C,Federal Realty Investment Trust,25.22,,
1128,FSS,Federal Signal Corporation,29.37,Capital Goods,Auto Manufacturing
1129,FII,"Federated Investors, Inc.",32.8,Finance,Investment Managers
1130,FMN,Federated Premier Municipal Income Fund,13.89,,
1131,FDX,FedEx Corporation,157.26,Transportation,Air Freight/Delivery Services
1132,RACE,Ferrari N.V.,156.78,Capital Goods,Auto Manufacturing
1133,FGP,"Ferrellgas Partners, L.P.",0.7115,Consumer Services,Other Specialty Stores
1134,FOE,Ferro Corporation,12.12,Basic Industries,Paints/Coatings
1135,FG,FGL Holdings,7.05,Finance,Life Insurance
1136,FG.WS,FGL Holdings,,,
1137,FCAU,Fiat Chrysler Automobiles N.V.,12.96,Capital Goods,Auto Manufacturing
1138,FNF,"Fidelity National Financial, Inc.",42.47,Finance,Specialty Insurers
1139,FIS,"Fidelity National Information Services, Inc.",125.95,Miscellaneous,Business Services
1140,FMO,Fiduciary/Claymore Energy Infrastructure Fund,9.24,,
1141,FAF,First American Corporation (The),55.03,Finance,Specialty Insurers
1142,FBP,First BanCorp.,9.85,Finance,Major Banks
1143,FCF,First Commonwealth Financial Corporation,12.5,Finance,Major Banks
1144,FHN,First Horizon National Corporation,15.52,Finance,Major Banks
1145,FHN^A,First Horizon National Corporation,25.9972,,
1146,FR,"First Industrial Realty Trust, Inc.",36.77,Consumer Services,Real Estate Investment Trusts
1147,AG,First Majestic Silver Corp.,10.02,Basic Industries,Precious Metals
1148,FRC,FIRST REPUBLIC BANK,93.07,,
1149,FRC^D,FIRST REPUBLIC BANK,25.37,,
1150,FRC^F,FIRST REPUBLIC BANK,25.73,,
1151,FRC^G,FIRST REPUBLIC BANK,25.5983,,
1152,FRC^H,FIRST REPUBLIC BANK,25.0,,
1153,FRC^I,FIRST REPUBLIC BANK,25.9423,,
1154,FFA,First Trust,15.4,,
1155,FMY,First Trust,13.77,,
1156,FDEU,First Trust Dynamic Europe Equity Income Fund,13.41,,
1157,FIF,First Trust Energy Infrastructure Fund,15.3,,
1158,FSD,First Trust High Income Long Short Fund,14.7,,
1159,FPF,First Trust Intermediate Duration Preferred & Income Fund,22.53,,
1160,FEI           ,First Trust MLP and Energy Income Fund,11.2,,
1161,FPL,First Trust New Opportunities MLP & Energy Fund,9.25,,
1162,FIV,First Trust Senior Floating Rate 2022 Target Term Fund,8.9,,
1163,FCT,First Trust Senior Floating Rate Income Fund II,11.91,,
1164,FGB,First Trust Specialty Finance and Financial Opportunities Fund,6.22,,
1165,FEO,First Trust/Aberdeen Emerging Opportunity Fund,13.17,,
1166,FAM,First Trust/Aberdeen Global Opportunity Income Fund,10.57,,
1167,FE,FirstEnergy Corp.,43.44,Public Utilities,Electric Utilities: Central
1168,FIT,"Fitbit, Inc.",3.2,Technology,Computer Manufacturing
1169,FPH,"Five Point Holdings, LLC",6.89,Finance,Real Estate
1170,FVRR,Fiverr International Ltd.,23.25,Miscellaneous,Business Services
1171,FBC,"Flagstar Bancorp, Inc.",32.8,Finance,Savings Institutions
1172,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,25.165,,
1173,PFD,Flaherty & Crumrine Preferred and Income Fund Inco,14.82,,
1174,PFO,Flaherty & Crumrine Preferred and Income Opportuni,12.15,,
1175,FFC,Flaherty & Crumrine Preferred and Income Securitie,19.95,,
1176,FLC,Flaherty & Crumrine Total Return Fund Inc,21.17,,
1177,FLT,"FleetCor Technologies, Inc.",266.74,Miscellaneous,Business Services
1178,FLNG,FLEX LNG Ltd.,11.6,Consumer Services,Marine Transportation
1179,FND,"Floor & Decor Holdings, Inc.",42.56,Consumer Services,RETAIL: Building Materials
1180,FTK,"Flotek Industries, Inc.",2.87,Basic Industries,Major Chemicals
1181,FLO,"Flowers Foods, Inc.",23.88,Consumer Non-Durables,Packaged Foods
1182,FLS,Flowserve Corporation,44.62,Capital Goods,Fluid Controls
1183,FLR,Fluor Corporation,21.09,Basic Industries,Military/Government/Technical
1184,FLY,Fly Leasing Limited,16.72,,
1185,FMC,FMC Corporation,81.62,Basic Industries,Major Chemicals
1186,FMX,Fomento Economico Mexicano S.A.B. de C.V.,85.88,Consumer Non-Durables,Beverages (Production/Distribution)
1187,FL,"Foot Locker, Inc.",38.56,Consumer Services,Clothing/Shoe/Accessory Stores
1188,F,Ford Motor Company,9.23,Capital Goods,Auto Manufacturing
1189,F^B,Ford Motor Company,26.54,,
1190,FELP,Foresight Energy LP,0.4584,Energy,Coal Mining
1191,FOR,Forestar Group Inc,18.38,Finance,Real Estate
1192,FTS,Fortis Inc.,39.6,Public Utilities,Electric Utilities: Central
1193,FTV,Fortive Corporation,70.41,Capital Goods,Industrial Machinery/Components
1194,FTV^A,Fortive Corporation,933.2866,,
1195,FTAI,Fortress Transportation and Infrastructure Investors LLC,15.17,,
1196,FSM,Fortuna Silver Mines Inc.,4.19,Basic Industries,Precious Metals
1197,FBHS,"Fortune Brands Home & Security, Inc.",50.49,Basic Industries,Homebuilding
1198,FET,"Forum Energy Technologies, Inc.",2.02,Energy,Metal Fabrications
1199,FBM,"Foundation Building Materials, Inc.",16.35,Consumer Services,RETAIL: Building Materials
1200,FCPT,"Four Corners Property Trust, Inc.",26.85,Consumer Services,Real Estate Investment Trusts
1201,FEDU,Four Seasons Education (Cayman) Inc.,1.93,Consumer Services,Other Consumer Services
