,Symbol,Name,LastSale,Sector,industry
1904,NPK,"National Presto Industries, Inc.",90.28,Capital Goods,Ordnance And Accessories
1905,NNN,National Retail Properties,52.9,Consumer Services,Real Estate Investment Trusts
1906,NNN^E,National Retail Properties,25.38,,
1907,NNN^F,National Retail Properties,24.99,,
1908,NRUC,National Rural Utilities Cooperative Finance Corporation,27.05,Finance,Diversified Financial Services
1909,SID,National Steel Company,3.71,Capital Goods,Steel/Iron Ore
1910,NSA,National Storage Affiliates Trust,30.07,Consumer Services,Real Estate Investment Trusts
1911,NSA^A,National Storage Affiliates Trust,26.426,,
1912,NGS,"Natural Gas Services Group, Inc.",14.42,Energy,Oilfield Services/Equipment
1913,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",11.76,Consumer Services,Food Chains
1914,NRP,Natural Resource Partners LP,27.87,Energy,Coal Mining
1915,NTZ,"Natuzzi, S.p.A.",1.63,Consumer Durables,Home Furnishings
1916,NLS,"Nautilus Group, Inc. (The)",1.41,Consumer Non-Durables,Recreational Products/Toys
1917,NCI,"Navigant Consulting, Inc.",27.94,Consumer Services,Professional Services
1918,NVGS,Navigator Holdings Ltd.,9.87,Transportation,Marine Transportation
1919,NNA,Navios Maritime Acquisition Corporation,6.0,Transportation,Marine Transportation
1920,NM,Navios Maritime Holdings Inc.,4.34,Transportation,Marine Transportation
1921,NM^G,Navios Maritime Holdings Inc.,11.96,,
1922,NM^H,Navios Maritime Holdings Inc.,11.64,,
1923,NMM,Navios Maritime Partners LP,15.3,Transportation,Marine Transportation
1924,NAV,Navistar International Corporation,27.4,Capital Goods,Auto Manufacturing
1925,NAV^D,Navistar International Corporation,24.25,Capital Goods,Auto Manufacturing
1926,NCR,NCR Corporation,30.95,Miscellaneous,Office Equipment/Supplies/Services
1927,NP,"Neenah, Inc.",61.08,Basic Industries,Paper
1928,NNI,"Nelnet, Inc.",61.41,Finance,Finance: Consumer Services
1929,NPTN,NeoPhotonics Corporation,4.32,Technology,Semiconductors
1930,NSCO,"Nesco Holdings, Inc.",8.27,,
1931,NSCO.WS,"Nesco Holdings, Inc.",,,
1932,NVRO,Nevro Corp.,61.81,Health Care,Medical/Dental Instruments
1933,HYB,"New America High Income Fund, Inc. (The)",8.76,,
1934,NFC,New Frontier Corporation,10.22,Finance,Business Services
1935,NFC.U,New Frontier Corporation,,,
1936,NFC.WS,New Frontier Corporation,,,
1937,GF,"New Germany Fund, Inc. (The)",13.56,,
1938,NWHM,New Home Company Inc. (The),3.91,Capital Goods,Homebuilding
1939,IRL,"New Ireland Fund, Inc. (The)",8.32,,
1940,NEWM,New Media Investment Group Inc.,9.89,Consumer Services,Newspapers/Magazines
1941,NMFC,New Mountain Finance Corporation,13.51,,
1942,NMFX,New Mountain Finance Corporation,25.6027,,
1943,EDU,"New Oriental Education & Technology Group, Inc.",99.03,Consumer Services,Other Consumer Services
1944,NEWR,"New Relic, Inc.",83.24,Technology,Computer Software: Prepackaged Software
1945,NRZ,New Residential Investment Corp.,14.92,Consumer Services,Real Estate Investment Trusts
1946,NRZ^A,New Residential Investment Corp.,26.4513,,
1947,SNR,New Senior Investment Group Inc.,6.6,Consumer Services,Real Estate Investment Trusts
1948,NYCB,"New York Community Bancorp, Inc.",11.44,Finance,Banks
1949,NYCB^A,"New York Community Bancorp, Inc.",28.22,,
1950,NYCB^U,"New York Community Bancorp, Inc.",48.14,,
1951,NYT,New York Times Company (The),35.27,Consumer Services,Newspapers/Magazines
1952,NJR,NewJersey Resources Corporation,47.75,Public Utilities,Oil/Gas Transmission
1953,NEU,NewMarket Corporation,444.97,Basic Industries,Major Chemicals
1954,NEM,Newmont Goldcorp Corporation,37.42,Basic Industries,Precious Metals
1955,NR,"Newpark Resources, Inc.",7.05,Energy,Metal Fabrications
1956,NEXA,Nexa Resources S.A.,7.29,Basic Industries,Precious Metals
1957,NXRT,"NexPoint Residential Trust, Inc.",43.3,Consumer Services,Real Estate Investment Trusts
1958,NHF,NexPoint Strategic Opportunities Fund,18.28,,
1959,NEP,"NextEra Energy Partners, LP",47.71,Public Utilities,Electric Utilities: Central
1960,NEE,"NextEra Energy, Inc.",208.05,Public Utilities,Electric Utilities: Central
1961,NEE^I,"NextEra Energy, Inc.",25.22,,
1962,NEE^J,"NextEra Energy, Inc.",25.1,,
1963,NEE^K,"NextEra Energy, Inc.",26.93,,
1964,NEE^N,"NextEra Energy, Inc.",26.76,,
1965,NEE^R,"NextEra Energy, Inc.",66.55,,
1966,NGL,NGL ENERGY PARTNERS LP,14.42,Energy,Oil Refining/Marketing
1967,NGL^B,NGL ENERGY PARTNERS LP,25.0,,
1968,NGL^C,NGL ENERGY PARTNERS LP,25.2,,
1969,NMK^B,"Niagara Mohawk Holdings, Inc.",94.425,Public Utilities,Natural Gas Distribution
1970,NMK^C,"Niagara Mohawk Holdings, Inc.",102.0,Public Utilities,Natural Gas Distribution
1971,NLSN,Nielsen N.V.,21.88,Miscellaneous,Business Services
1972,NKE,"Nike, Inc.",78.97,Consumer Non-Durables,Shoe Manufacturing
1973,NINE,"Nine Energy Service, Inc.",11.09,Energy,Oilfield Services/Equipment
1974,NIO,NIO Inc.,2.95,Capital Goods,Auto Manufacturing
1975,NI,"NiSource, Inc",28.11,Public Utilities,Power Generation
1976,NI^B,"NiSource, Inc",27.17,Public Utilities,Power Generation
1977,NL,"NL Industries, Inc.",4.1,Basic Industries,Major Chemicals
1978,NOAH,Noah Holdings Ltd.,29.89,Finance,Investment Managers
1979,NE,Noble Corporation,1.79,Energy,Oil & Gas Production
1980,NBL,Noble Energy Inc.,21.55,Energy,Oil & Gas Production
1981,NBLX,Noble Midstream Partners LP,27.5,Energy,Natural Gas Distribution
1982,NOK,Nokia Corporation,5.29,Technology,Radio And Television Broadcasting And Communications Equipment
1983,NOMD,Nomad Foods Limited,21.66,Consumer Non-Durables,Packaged Foods
1984,NMR,Nomura Holdings Inc ADR,3.48,Finance,Investment Bankers/Brokers/Service
1985,OSB,Norbord Inc.,21.0,Basic Industries,Forest Products
1986,NAT,Nordic American Tankers Limited,1.89,Consumer Services,Marine Transportation
1987,JWN,"Nordstrom, Inc.",30.2,Consumer Services,Clothing/Shoe/Accessory Stores
1988,NSC,Norfolk Souther Corporation,179.93,Transportation,Railroads
1989,NOA,North American Construction Group Ltd.,11.89,Energy,Oilfield Services/Equipment
1990,NRT,North European Oil Royality Trust,7.38,Energy,Oil & Gas Production
1991,NOC,Northrop Grumman Corporation,342.81,Capital Goods,Industrial Machinery/Components
1992,NRE,NorthStar Realty Europe Corp.,17.01,Consumer Services,Real Estate Investment Trusts
1993,NWN,Northwest Natural Holding Company,70.33,Public Utilities,Oil/Gas Transmission
1994,NWE,NorthWestern Corporation,68.21,Public Utilities,Power Generation
1995,NCLH,Norwegian Cruise Line Holdings Ltd.,46.05,Consumer Services,Marine Transportation
1996,NVS,Novartis AG,90.72,Health Care,Major Pharmaceuticals
1997,NVO,Novo Nordisk A/S,47.9,Health Care,Major Pharmaceuticals
1998,DNOW,NOW Inc.,11.86,Energy,Metal Fabrications
1999,NRG,"NRG Energy, Inc.",33.72,Public Utilities,Electric Utilities: Central
2000,NUS,"Nu Skin Enterprises, Inc.",38.18,Health Care,Other Pharmaceuticals
2001,NUE,Nucor Corporation,50.75,Basic Industries,Steel/Iron Ore
2002,NS,Nustar Energy L.P.,27.33,Energy,Natural Gas Distribution
2003,NS^A,Nustar Energy L.P.,24.24,,
2004,NS^B,Nustar Energy L.P.,21.18,,
2005,NS^C,Nustar Energy L.P.,24.99,,
2006,NSS,"NuStar Logistics, L.P.",25.848000000000003,,
2007,NTR,Nutrien Ltd.,52.1,Basic Industries,Agricultural Chemicals
2008,JMLP,Nuveen All Cap Energy MLP Opportunities Fund,5.76,,
2009,NVG,Nuveen AMT-Free Municipal Credit Income Fund,16.45,,
2010,NUV,Nuveen AMT-Free Municipal Value Fund,10.34,,
2011,NUW,Nuveen AMT-Free Municipal Value Fund,17.39,,
2012,NEA,Nuveen AMT-Free Quality Municipal Income Fund,14.22,,
2013,NAZ,Nuveen Arizona Quality Municipal Income Fund,13.63,,
2014,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,15.26,,
2015,NCB,Nuveen California Municipal Value Fund 2,16.05,,
2016,NCA,"Nuveen California Municipal Value Fund, Inc.",10.55,,
2017,NAC,Nuveen California Quality Municipal Income Fund,14.97,,
2018,NTC,Nuveen Connecticut Quality Municipal Income Fund,13.5,,
2019,JCE,Nuveen Core Equity Alpha Fund,13.47,,
2020,JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.8,,
2021,JQC,Nuveen Credit Strategies Income Fund,7.68,,
2022,JDD,Nuveen Diversified Dividend and Income Fund,11.0,,
2023,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,16.99,,
2024,JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,9.02,,
2025,JMF,Nuveen Energy MLP Total Return Fund,8.29,,
2026,NEV,Nuveen Enhanced Municipal Value Fund,14.83,,
2027,JFR,Nuveen Floating Rate Income Fund,9.71,,
2028,JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.59,,
2029,NKG,Nuveen Georgia Quality Municipal Income Fund ,12.45,,
2030,JGH,Nuveen Global High Income Fund,15.22,,
2031,JHY,Nuveen High Income 2020 Target Term Fund,10.0836,,
2032,JHAA,Nuveen High Income 2023 Target Term Fund,10.46,,
2033,JHD,Nuveen High Income December 2019 Target Term Fund,9.88,,
2034,JHB,Nuveen High Income November 2021 Target Term Fund,9.89,,
2035,NXC,Nuveen Insured California Select Tax-Free Income Portfolio,15.17,,
2036,NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,13.86,,
2037,NID,Nuveen Intermediate Duration Municipal Term Fund,13.64,,
2038,NMY,Nuveen Maryland Quality Municipal Income Fund,13.38,,
2039,NMT,Nuveen Massachusetts Municipal Income Fund,14.04,,
2040,NUM,Nuveen Michigan Quality Municipal Income Fund,14.11,,
2041,NMS,Nuveen Minnesota Quality Municipal Income Fund,14.1201,,
2042,NOM,Nuveen Missouri Quality Municipal Income Fund,13.97,,
2043,JLS,Nuveen Mortgage Opportunity Term Fund,23.12,,
2044,JMM,Nuveen Multi-Market Income Fund,7.4101,,
2045,NHA,Nuveen Municipal 2021 Target Term Fund,9.75,,
2046,NZF,Nuveen Municipal Credit Income Fund,16.19,,
2047,NMZ,Nuveen Municipal High Income Opportunity Fund,14.16,,
2048,NMI,"Nuveen Municipal Income Fund, Inc.",11.39,,
2049,NJV,Nuveen New Jersey Municipal Value Fund,13.79,,
2050,NXJ,Nuveen New Jersey Quality Municipal Income Fund,14.73,,
2051,NRK,Nuveen New York AMT-Free Quality Municipal,13.52,,
2052,NYV,Nuveen New York Municipal Value Fund 2,14.5,,
2053,NNY,"Nuveen New York Municipal Value Fund, Inc.",10.15,,
2054,NAN,Nuveen New York Quality Municipal Income Fund,14.15,,
2055,NNC,Nuveen North Carolina Quality Municipal Income Fd,13.82,,
2056,NUO,Nuveen Ohio Quality Municipal Income Fund,15.62,,
2057,NPN,Nuveen Pennsylvania Municipal Value Fund,15.0486,,
2058,NQP,Nuveen Pennsylvania Quality Municipal Income Fund,14.15,,
2059,JPC,Nuveen Preferred & Income Opportunities Fund,9.62,,
2060,JPS,Nuveen Preferred & Income Securities Fund,9.45,,
2061,JPT,Nuveen Preferred and Income 2022 Term Fund,24.03,,
2062,JPI,Nuveen Preferred and Income Term Fund,23.72,,
2063,NAD,Nuveen Quality Municipal Income Fund,14.4,,
2064,JRI,Nuveen Real Asset Income and Growth Fund,16.54,,
2065,JRS,Nuveen Real Estate Fund,10.413,,
2066,BXMX,Nuveen S&P 500 Buy-Write Income Fund,12.75,,
2067,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,15.89,,
2068,NIM,Nuveen Select Maturities Municipal Fund,10.46,,
2069,NXP,Nuveen Select Tax Free Income Portfolio,15.67,,
2070,NXQ,Nuveen Select Tax Free Income Portfolio II,14.53,,
2071,NXR,Nuveen Select Tax Free Income Portfolio III,15.64,,
2072,NSL,Nuveen Senior Income Fund,5.83,,
2073,JSD,Nuveen Short Duration Credit Opportunities Fund,15.08,,
2074,NBB,Nuveen Taxable Municipal Income Fund,21.45,,
2075,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,16.34,,
2076,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,11.02,,
2077,NTX,Nuveen Texas Quality Municipal Income Fund,14.195,,
2078,NPV,Nuveen Virginia Quality Municipal Income Fund,13.5,,
2079,NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,13.6279,,
2080,JMT,Nuven Mortgage Opportunity Term Fund 2,22.6135,,
2081,NVT,nVent Electric plc,20.79,Technology,Industrial Machinery/Components
2082,NVR,"NVR, Inc.",3340.14,Capital Goods,Homebuilding
2083,CTEST,NYSE Test One,24.98,,
2084,CTEST.E,NYSE Test One,,,
2085,CTEST.G,NYSE Test One,,,
2086,CTEST.L,NYSE Test One,,,
2087,CTEST.O,NYSE Test One,,,
2088,CTEST.S,NYSE Test One,,,
2089,CTEST.V,NYSE Test One,,,
2090,OAC.U,Oaktree Acquisition Corp.,,,
2091,OAK,"Oaktree Capital Group, LLC",49.9,Finance,Investment Managers
2092,OAK^A,"Oaktree Capital Group, LLC",26.67,,
2093,OAK^B,"Oaktree Capital Group, LLC",26.45,,
2094,OSLE,Oaktree Specialty Lending Corporation,25.5608,,
2095,OMP,Oasis Midstream Partners LP,20.15,Energy,Oil & Gas Production
2096,OAS,Oasis Petroleum Inc.,3.93,Energy,Oil & Gas Production
2097,OBE,Obsidian Energy Ltd.,1.04,Energy,Oil & Gas Production
2098,OXY,Occidental Petroleum Corporation,49.42,Energy,Oil & Gas Production
2099,OII,"Oceaneering International, Inc.",13.5,Energy,Oilfield Services/Equipment
2100,OZM,Och-Ziff Capital Management Group LLC,24.5,Finance,Investment Managers
2101,OCN,Ocwen Financial Corporation,1.65,Finance,Finance: Consumer Services
2102,OFG,OFG Bancorp,20.86,Finance,Major Banks
2103,OFG^A,OFG Bancorp,25.7032,Finance,Major Banks
2104,OFG^B,OFG Bancorp,25.4752,,
2105,OFG^D,OFG Bancorp,25.71,,
2106,OGE,OGE Energy Corp,41.96,Public Utilities,Electric Utilities: Central
2107,OIBR.C,Oi S.A.,,,
2108,OIS,"Oil States International, Inc.",13.46,Energy,Metal Fabrications
2109,ODC,Oil-Dri Corporation Of America,32.17,Consumer Durables,Miscellaneous manufacturing industries
2110,ORI,Old Republic International Corporation,21.83,Finance,Property-Casualty Insurers
2111,OLN,Olin Corporation,18.16,Basic Industries,Major Chemicals
2112,OHI,"Omega Healthcare Investors, Inc.",35.88,Consumer Services,Real Estate Investment Trusts
2113,OMC,Omnicom Group Inc.,76.79,Technology,Advertising
2114,OMN,OMNOVA Solutions Inc.,9.99,Basic Industries,Specialty Chemicals
2115,ONDK,"On Deck Capital, Inc.",3.52,Finance,Finance: Consumer Services
2116,OGS,"ONE Gas, Inc.",88.18,Public Utilities,Oil/Gas Transmission
2117,OLP,"One Liberty Properties, Inc.",28.03,Consumer Services,Real Estate Investment Trusts
2118,OMF,"OneMain Holdings, Inc.",39.81,Finance,Finance: Consumer Services
2119,OKE,"ONEOK, Inc.",67.67,Public Utilities,Oil & Gas Production
2120,ONE,OneSmart International Education Group Limited,8.01,Consumer Services,Other Consumer Services
2121,OOMA,"Ooma, Inc.",11.78,Technology,EDP Services
2122,OPY,"Oppenheimer Holdings, Inc.",26.81,Finance,Investment Bankers/Brokers/Service
2123,ORCL,Oracle Corporation,53.76,Technology,Computer Software: Prepackaged Software
2124,ORAN,Orange,14.75,Public Utilities,Telecommunications Equipment
2125,ORC,"Orchid Island Capital, Inc.",6.11,Consumer Services,Real Estate Investment Trusts
2126,OEC,Orion Engineered Carbons S.A,13.97,Basic Industries,Major Chemicals
2127,ORN,"Orion Group Holdings, Inc.",4.48,Basic Industries,Military/Government/Technical
2128,IX,Orix Corp Ads,69.88,Finance,Diversified Financial Services
2129,ORA,"Ormat Technologies, Inc.",64.13,Public Utilities,Electric Utilities: Central
2130,OSK,Oshkosh Corporation,75.01,Capital Goods,Auto Manufacturing
2131,OR,Osisko Gold Royalties Ltd,13.25,Basic Industries,Precious Metals
2132,OUT,OUTFRONT Media Inc.,26.05,Consumer Services,Real Estate Investment Trusts
2133,OSG,"Overseas Shipholding Group, Inc.",1.75,Transportation,Marine Transportation
2134,OMI,"Owens & Minor, Inc.",2.9,Health Care,Medical Specialities
2135,OC,Owens Corning Inc,55.0,Capital Goods,Industrial Machinery/Components
2136,OI,"Owens-Illinois, Inc.",11.95,Consumer Durables,Containers/Packaging
2137,ORCC,Owl Rock Capital Corporation,15.7,,
2138,OXM,"Oxford Industries, Inc.",68.05,Consumer Non-Durables,Apparel
2139,ROYT,Pacific Coast Oil Trust,2.11,Energy,Oil & Gas Production
2140,PACD,Pacific Drilling S.A.,6.97,Energy,Oil & Gas Production
2141,PCG,Pacific Gas & Electric Co.,17.95,Public Utilities,Power Generation
2142,PKG,Packaging Corporation of America,99.6,Consumer Durables,Containers/Packaging
2143,PD,"PagerDuty, Inc.",37.61,Technology,Computer Software: Prepackaged Software
2144,PAGS,PagSeguro Digital Ltd.,43.27,Technology,EDP Services
2145,PANW,"Palo Alto Networks, Inc.",214.53,Technology,Computer peripheral equipment
2146,PAM,Pampa Energia S.A.,31.2,Public Utilities,Electric Utilities: Central
2147,PHX,Panhandle Royalty Company,10.93,Energy,Oil & Gas Production
2148,PARR,"Par Pacific Holdings, Inc.",22.06,Energy,Oil & Gas Production
2149,PAR,PAR Technology Corporation,25.77,Miscellaneous,Office Equipment/Supplies/Services
2150,PGRE,"Paramount Group, Inc.",13.09,Consumer Services,Real Estate Investment Trusts
2151,PKE,Park Aerospace Corp.,18.15,Technology,Electrical Products
2152,PK,Park Hotels & Resorts Inc.,24.31,Consumer Services,Hotels/Resorts
2153,PKD,Parker Drilling Company,13.4,Energy,Oil & Gas Production
2154,PH,Parker-Hannifin Corporation,163.47,Capital Goods,Metal Fabrications
2155,PE,"Parsley Energy, Inc.",14.16,Energy,Oil & Gas Production
2156,PSN,Parsons Corporation,36.25,Technology,EDP Services
2157,PRE^F,PartnerRe Ltd.,25.509,,
2158,PRE^G,PartnerRe Ltd.,26.73,,
2159,PRE^H,PartnerRe Ltd.,27.2,,
2160,PRE^I,PartnerRe Ltd.,25.72,,
2161,PRTY,Party City Holdco Inc.,5.81,Consumer Services,Other Specialty Stores
2162,PAYC,"Paycom Software, Inc.",221.17,Technology,Computer Software: Prepackaged Software
2163,PBF,PBF Energy Inc.,23.52,Energy,Integrated oil Companies
2164,PBFX,PBF Logistics LP,20.77,Energy,Natural Gas Distribution
2165,BTU,Peabody Energy Corporation,18.05,Energy,Coal Mining
2166,PSO,"Pearson, Plc",9.84,Consumer Services,Books
2167,PEB,Pebblebrook Hotel Trust,26.24,Consumer Services,Real Estate Investment Trusts
2168,PEB^C,Pebblebrook Hotel Trust,25.32,,
2169,PEB^D,Pebblebrook Hotel Trust,26.27,,
2170,PEB^E,Pebblebrook Hotel Trust,24.76,,
2171,PEB^F,Pebblebrook Hotel Trust,25.02,,
2172,PBA,Pembina Pipeline Corp.,36.43,Energy,Oil & Gas Production
2173,PEI,Pennsylvania Real Estate Investment Trust,5.52,Consumer Services,Real Estate Investment Trusts
2174,PEI^B,Pennsylvania Real Estate Investment Trust,21.6,,
2175,PEI^C,Pennsylvania Real Estate Investment Trust,21.279,,
2176,PEI^D,Pennsylvania Real Estate Investment Trust,21.26,,
2177,PFSI,"PennyMac Financial Services, Inc.",25.37,Finance,Finance: Consumer Services
2178,PMT,PennyMac Mortgage Investment Trust,21.7,Consumer Services,Real Estate Investment Trusts
2179,PMT^A,PennyMac Mortgage Investment Trust,26.41,,
2180,PMT^B,PennyMac Mortgage Investment Trust,26.2,,
2181,PAG,"Penske Automotive Group, Inc.",44.59,Consumer Durables,Automotive Aftermarket
2182,PNR,Pentair plc.,36.07,Technology,Industrial Machinery/Components
2183,PEN,"Penumbra, Inc.",157.84,Health Care,Medical/Dental Instruments
2184,PFGC,Performance Food Group Company,42.21,Consumer Non-Durables,Food Distributors
2185,PKI,"PerkinElmer, Inc.",81.31,Capital Goods,Biotechnology: Laboratory Analytical Instruments
2186,PBT,Permian Basin Royalty Trust,5.15,Energy,Oil & Gas Production
2187,PVL,Permianville Royalty Trust,2.41,Energy,Oil & Gas Production
2188,PRT,PermRock Royalty Trust,7.68,Energy,Oil & Gas Production
2189,PRGO,Perrigo Company,51.14,Health Care,Major Pharmaceuticals
2190,PRSP,Perspecta Inc.,21.81,Technology,EDP Services
2191,PTR,PetroChina Company Limited,49.3,Energy,Oil & Gas Production
2192,PBR,Petroleo Brasileiro S.A.- Petrobras,14.18,Energy,Oil & Gas Production
2193,PBR.A,Petroleo Brasileiro S.A.- Petrobras,,,
2194,PFE,"Pfizer, Inc.",36.96,Health Care,Major Pharmaceuticals
2195,GHY,"PGIM Global High Yield Fund, Inc.",14.33,,
2196,ISD,"PGIM High Yield Bond Fund, Inc.",14.4,,
2197,PGTI,"PGT Innovations, Inc.",14.4,Capital Goods,Building Products
2198,PM,Philip Morris International Inc,80.26,Consumer Non-Durables,Farming/Seeds/Milling
2199,PSX,Phillips 66,95.64,Energy,Integrated oil Companies
2200,PSXP,Phillips 66 Partners LP,51.62,Energy,Natural Gas Distribution
2201,FENG,Phoenix New Media Limited,2.63,Consumer Services,Broadcasting
