Symbol,Name,Last_Sale,Start_of_Year_Sale,YTD_Change_Percent,Sector
DEA,"Easterly Government Properties, Inc.",18.94,15.68,17.21224920802535,Consumer Services
DECK,Deckers Outdoor Corporation,145.59,127.95,12.116216773130024,Consumer Non-Durables
DEI,"Douglas Emmett, Inc.",39.65,34.13,13.921815889028993,Consumer Services
DELL,Dell Technologies Inc.,50.42,48.87,3.0741769139230546,Technology
DEO,Diageo plc,163.28,141.8,13.155316021558052,Consumer Non-Durables
DESP,"Despegar.com, Corp.",12.9,12.41,3.798449612403102,Consumer Services
DF,Dean Foods Company,1.67,3.81,-128.1437125748503,Consumer Non-Durables
DFIN,"Donnelley Financial Solutions, Inc.",12.04,14.03,-16.52823920265781,Consumer Services
DFS,Discover Financial Services,83.2,58.98,29.11057692307693,Finance
DG,Dollar General Corporation,132.65,108.08,18.522427440633248,Consumer Services
DGX,Quest Diagnostics Incorporated,97.85,83.27,14.90035769034236,Health Care
DHI,"D.R. Horton, Inc.",45.93,34.66,24.53733942956674,Capital Goods
DHR,Danaher Corporation,135.7,103.12,24.008843036109052,Capital Goods
DHT,"DHT Holdings, Inc.",5.31,3.92,26.177024482109225,Transportation
DHX,"DHI Group, Inc.",3.41,1.52,55.42521994134898,Miscellaneous
DIN,"Dine Brands Global, Inc.",81.1,67.34,16.966707768187415,Consumer Services
DIS,Walt Disney Company (The),138.3,109.65,20.715835140997832,Consumer Services
DK,"Delek US Holdings, Inc.",38.01,32.51,14.469876348329388,Energy
DKL,"Delek Logistics Partners, L.P.",32.01,29.25,8.622305529522018,Energy
DKS,Dick&#39;s Sporting Goods Inc,33.53,31.2,6.949000894721151,Consumer Services
DKT,Deutsch Bk Contingent Cap Tr V,25.28,25.02,1.028481012658234,Finance
DL,China Distance Education Holdings Limited,4.69,6.7,-42.85714285714285,Consumer Services
DLB,Dolby Laboratories,57.38,61.84,-7.772743116068318,Miscellaneous
DLNG,Dynagas LNG Partners LP,1.3,3.37,-159.23076923076925,Consumer Services
DLPH,Delphi Technologies PLC,15.04,14.32,4.787234042553185,Capital Goods
DLR,"Digital Realty Trust, Inc.",115.51,106.55,7.756904164141639,Consumer Services
DLX,Deluxe Corporation,41.91,38.44,8.279646862324027,Consumer Durables
DNOW,NOW Inc.,11.86,11.64,1.8549747048903782,Energy
DNR,Denbury Resources Inc.,0.97,1.71,-76.28865979381445,Energy
DO,"Diamond Offshore Drilling, Inc.",6.17,9.44,-52.99837925445704,Energy
DOC,Physicians Realty Trust,16.86,16.03,4.922894424673775,Consumer Services
DOOR,Masonite International Corporation,50.76,44.83,11.682427107959024,Basic Industries
DOV,Dover Corporation,89.9,70.95,21.078976640711904,Technology
DPLO,"Diplomat Pharmacy, Inc.",5.11,13.46,-163.40508806262233,Health Care
DPZ,Domino&#39;s Pizza Inc,239.72,247.99,-3.449858167862511,Consumer Non-Durables
DQ,DAQO New Energy Corp.,39.83,23.4,41.25031383379362,Technology
DRD,DRDGOLD Limited,3.44,2.08,39.53488372093023,Basic Industries
DRE,Duke Realty Corporation,32.08,25.9,19.2643391521197,Consumer Services
DRH,Diamondrock Hospitality Company,9.43,9.08,3.7115588547189784,Consumer Services
DRI,"Darden Restaurants, Inc.",118.02,99.86,15.387222504660226,Consumer Services
DRQ,"Dril-Quip, Inc.",47.68,30.03,37.01761744966443,Energy
DRUA,"Dominion Energy, Inc.",25.72,23.08,10.264385692068432,Public Utilities
DS,Drive Shack Inc.,4.75,3.92,17.473684210526315,Consumer Services
DSX,Diana Shipping inc.,3.18,3.18,0.0,Transportation
DTE,DTE Energy Company,126.92,110.3,13.094862905767416,Public Utilities
DTJ,DTE Energy Company,26.03,22.77,12.52401075681906,Public Utilities
DTQ,DTE Energy Company,25.33,22.61,10.738255033557042,Public Utilities
DTV,DTE Energy Company,55.69,51.66,7.236487699766567,Public Utilities
DTW,DTE Energy Company,26.55,22.25,16.19585687382298,Public Utilities
DTY,DTE Energy Company,27.61,25.78,6.628033321260407,Public Utilities
DUK,Duke Energy Corporation,86.96,86.3,0.7589696412143475,Public Utilities
DUKB,Duke Energy Corporation,26.85,23.8,11.359404096834266,Public Utilities
DUKH,Duke Energy Corporation,25.26,22.7,10.134600158353136,Public Utilities
DVA,DaVita Inc.,58.63,51.46,12.229234180453695,Health Care
DVD,"Dover Motorsports, Inc.",2.01,1.88,6.467661691542284,Consumer Services
DVN,Devon Energy Corporation,24.06,22.54,6.317539484621777,Energy
DX,"Dynex Capital, Inc.",15.9,17.16,-7.924528301886791,Consumer Services
DXB,Deutsche Bank AG,24.69,24.15,2.1871202916160497,Finance
DXC,DXC Technology Company,50.86,53.17,-4.541879669681483,Technology
DY,"Dycom Industries, Inc.",49.56,54.04,-9.039548022598863,Basic Industries
E,ENI S.p.A.,30.03,31.5,-4.895104895104891,Energy
EAB,"Entergy Arkansas, LLC",26.42,22.97,13.058289174867536,Public Utilities
EAE,"Entergy Arkansas, LLC",25.758000000000006,22.29,13.463778243652483,Public Utilities
EAF,GrafTech International Ltd.,10.59,11.44,-8.02644003777148,Energy
EAI,"Entergy Arkansas, LLC",26.12,22.71,13.055130168453294,Public Utilities
EARN,Ellington Residential Mortgage REIT,10.93,10.23,6.404391582799628,Consumer Services
EAT,"Brinker International, Inc.",39.7,43.98,-10.780856423173788,Consumer Services
EB,"Eventbrite, Inc.",16.45,27.81,-69.05775075987842,Technology
EBF,"Ennis, Inc.",19.8,19.25,2.7777777777777812,Consumer Services
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,10.64,6.35,40.319548872180455,Public Utilities
EBS,"Emergent Biosolutions, Inc.",43.12,59.28,-37.476808905380345,Health Care
EC,Ecopetrol S.A.,16.49,15.88,3.6992116434202407,Energy
ECA,Encana Corporation,4.25,5.78,-36.00000000000001,Energy
ECL,Ecolab Inc.,194.35,147.35,24.183174684846925,Basic Industries
ECOM          ,ChannelAdvisor Corporation,8.59,11.35,-32.130384167636784,Technology
ECT,ECA Marcellus Trust I,1.62,1.48,8.641975308641982,Energy
ED,Consolidated Edison Inc,85.48,76.46,10.55217594759009,Public Utilities
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),17.27,27.06,-56.68789808917197,Public Utilities
EDU,"New Oriental Education & Technology Group, Inc.",99.03,54.81,44.65313541351106,Consumer Services
EE,El Paso Electric Company,66.54,50.13,24.661857529305685,Public Utilities
EEX,"Emerald Expositions Events, Inc.",9.47,12.34,-30.30623020063357,Miscellaneous
EFC,Ellington Financial Inc.,16.87,15.33,9.128630705394196,Finance
EFX,"Equifax, Inc.",134.68,93.13,30.850905850905857,Finance
EGHT,8x8 Inc,23.32,18.04,22.641509433962266,Technology
EGO,Eldorado Gold Corporation,8.66,2.88,66.74364896073904,Basic Industries
EGP,"EastGroup Properties, Inc.",117.41,91.73,21.87207222553445,Consumer Services
EGY,"VAALCO Energy, Inc. ",1.66,1.47,11.445783132530119,Energy
EHC,Encompass Health Corporation,60.13,61.7,-2.611009479461168,Health Care
EIG,Employers Holdings Inc,41.72,41.97,-0.5992329817833174,Finance
EIX,Edison International,72.51,56.77,21.707350710246864,Public Utilities
EL,"Estee Lauder Companies, Inc. (The)",174.56,130.1,25.469752520623285,Consumer Non-Durables
ELAN,Elanco Animal Health Incorporated,31.81,31.53,0.8802263439169997,Health Care
ELC,"Entergy Louisiana, Inc.",25.83,7680.0,-29632.868757259002,Public Utilities
ELF,"e.l.f. Beauty, Inc.",15.84,8.66,45.32828282828283,Consumer Non-Durables
ELJ,"Entergy Louisiana, Inc.",25.58,0.13,99.4917904612979,Public Utilities
ELP,Companhia Paranaense de Energia (COPEL),12.17,7.83,35.66146261298274,Public Utilities
ELS,"Equity Lifestyle Properties, Inc.",124.74,97.13,22.13403880070547,Consumer Services
ELU,"Entergy Louisiana, Inc.",25.33,21.45,15.317804974338726,Public Utilities
ELVT,"Elevate Credit, Inc.",5.11,4.48,12.328767123287667,Finance
ELY,Callaway Golf Company,17.11,15.3,10.578609000584446,Consumer Non-Durables
EME,"EMCOR Group, Inc.",80.65,59.69,25.98884066955983,Capital Goods
EMN,Eastman Chemical Company,67.94,73.11,-7.609655578451578,Basic Industries
EMP,"Entergy Mississippi, LLC",26.06,7.11,72.7168073676132,Public Utilities
EMR,Emerson Electric Company,59.45,59.75,-0.5046257359125267,Energy
ENB,Enbridge Inc,32.93,31.08,5.6179775280898925,Energy
ENBA,Enbridge Inc,26.89,23.54,12.458162885831168,Energy
ENBL,"Enable Midstream Partners, LP",13.09,13.53,-3.3613445378151225,Public Utilities
ENIA,Enel Americas S.A.,7.89,8.92,-13.054499366286443,Public Utilities
ENIC,Enel Chile S.A.,4.14,4.95,-19.565217391304362,Public Utilities
ENJ,"Entergy New Orleans, LLC",25.4838,23.66,7.156703474364099,Public Utilities
ENLC,"EnLink Midstream, LLC",8.74,9.49,-8.581235697940503,Public Utilities
ENO,"Entergy New Orleans, LLC",26.6878,25.0,6.324238041352226,Public Utilities
ENR,"Energizer Holdings, Inc.",39.11,45.15,-15.443620557402197,Miscellaneous
ENS,Enersys,64.13,77.61,-21.019803524091696,Consumer Non-Durables
ENV,"Envestnet, Inc",65.63,49.19,25.04952003656864,Miscellaneous
ENVA,"Enova International, Inc.",26.03,19.46,25.240107568190552,Finance
ENZ,"Enzo Biochem, Inc.",3.24,2.78,14.19753086419754,Health Care
EOG,"EOG Resources, Inc.",79.0,87.21,-10.39240506329113,Energy
EPAM,"EPAM Systems, Inc.",176.38,116.01,34.22723664814604,Technology
EPC,"Energizer Holdings, Inc.",28.96,37.35,-28.970994475138124,Consumer Non-Durables
EPD,Enterprise Products Partners L.P.,29.01,24.59,15.236125473974496,Public Utilities
EPR,EPR Properties,73.14,64.03,12.45556467049494,Consumer Services
EPRT,"Essential Properties Realty Trust, Inc.",20.41,13.84,32.19010289073984,Consumer Services
EQC,Equity Commonwealth,33.43,30.01,10.230332037092428,Consumer Services
EQH,"AXA Equitable Holdings, Inc.",19.83,16.63,16.137165910237012,Finance
EQM,"EQM Midstream Partners, LP",34.96,43.25,-23.71281464530892,Public Utilities
EQNR,Equinor ASA,17.01,21.17,-24.456202233980008,Energy
EQR,Equity Residential,78.18,66.01,15.56664108467639,Consumer Services
EQT,EQT Corporation,13.07,18.89,-44.52945677123183,Energy
ERA,"Era Group, Inc.",10.57,8.74,17.313150425733205,Transportation
ERF,Enerplus Corporation,5.93,7.76,-30.86003372681282,Energy
ERJ,Embraer S.A.,19.32,22.13,-14.54451345755693,Capital Goods
EROS,Eros International PLC,1.49,8.29,-456.3758389261745,Consumer Services
ES,Eversource Energy,76.55,65.04,15.035924232527748,Public Utilities
ESE,ESCO Technologies Inc.,79.01,65.95,16.529553221111254,Capital Goods
ESI,Element Solutions Inc.,9.44,10.33,-9.427966101694922,Basic Industries
ESNT,Essent Group Ltd.,44.85,34.18,23.790412486064664,Finance
ESRT,"Empire State Realty Trust, Inc.",13.18,14.23,-7.966616084977243,Consumer Services
ESS,"Essex Property Trust, Inc.",294.42,245.21,16.71421778411793,Consumer Services
ESTC,Elastic N.V.,89.41,71.48,20.05368527010401,Technology
ESTE,"Earthstone Energy, Inc.",3.61,4.52,-25.20775623268697,Energy
ET,Energy Transfer L.P.,13.3,13.21,0.6766917293233071,Public Utilities
ETH,Ethan Allen Interiors Inc.,17.55,17.59,-0.22792022792022304,Consumer Durables
ETM,Entercom Communications Corp.,5.23,5.71,-9.177820267686416,Consumer Services
ETN,"Eaton Corporation, PLC",76.83,68.66,10.633866979044647,Technology
ETR,Entergy Corporation,104.91,86.07,17.958249928510156,Public Utilities
ETRN,Equitrans Midstream Corporation,15.35,20.02,-30.423452768729643,Public Utilities
EURN,Euronav NV,7.81,6.93,11.267605633802816,Transportation
EV,Eaton Vance Corporation,40.36,35.18,12.834489593657086,Finance
EVA,"Enviva Partners, LP",29.92,27.75,7.252673796791449,Basic Industries
EVC,Entravision Communications Corporation,3.06,2.91,4.901960784313722,Consumer Services
EVH,"Evolent Health, Inc",6.12,19.95,-225.9803921568627,Consumer Services
EVR,Evercore Inc.,77.99,71.56,8.24464674958327,Finance
EVRG,"Evergy, Inc.",60.41,56.77,6.025492468134405,Public Utilities
EVRI,Everi Holdings Inc.,11.0,5.15,53.18181818181817,Consumer Services
EVTC,"Evertec, Inc.",34.76,28.7,17.433831990794012,Technology
EW,Edwards Lifesciences Corporation,209.43,153.17,26.863391109201174,Health Care
EXC,Exelon Corporation,44.42,45.1,-1.530841963079693,Public Utilities
EXK,Endeavour Silver Corporation,2.56,2.15,16.015625000000007,Basic Industries
EXP,Eagle Materials Inc,82.71,61.03,26.21206625559182,Capital Goods
EXPR,"Express, Inc.",2.16,5.11,-136.57407407407408,Consumer Services
EXR,Extra Space Storage Inc,114.12,90.48,20.715036803364878,Consumer Services
EXTN,Exterran Corporation,12.38,17.7,-42.9725363489499,Technology
EZT,Entergy Texas Inc,27.491,24.88,9.497653777599945,Public Utilities
F,Ford Motor Company,9.23,7.65,17.118093174431202,Capital Goods
FAF,First American Corporation (The),55.03,44.64,18.880610576049428,Finance
FBC,"Flagstar Bancorp, Inc.",32.8,26.4,19.51219512195122,Finance
FBHS,"Fortune Brands Home & Security, Inc.",50.49,37.99,24.757377698554166,Basic Industries
FBK,FB Financial Corporation,35.73,35.02,1.9871256647075113,Finance
FBM,"Foundation Building Materials, Inc.",16.35,8.31,49.174311926605505,Consumer Services
FBP,First BanCorp.,9.85,8.6,12.690355329949238,Finance
FC,Franklin Covey Company,34.84,22.33,35.907003444316885,Consumer Services
FCAU,Fiat Chrysler Automobiles N.V.,12.96,14.46,-11.574074074074073,Capital Goods
FCF,First Commonwealth Financial Corporation,12.5,12.08,3.359999999999999,Finance
FCN,"FTI Consulting, Inc.",101.39,66.64,34.27359700167669,Consumer Services
FCPT,"Four Corners Property Trust, Inc.",26.85,26.2,2.4208566108007528,Consumer Services
FCX,"Freeport-McMoran, Inc.",10.07,10.31,-2.383316782522346,Basic Industries
FDP,"Fresh Del Monte Produce, Inc.",29.0,28.27,2.517241379310346,Consumer Non-Durables
FDS,FactSet Research Systems Inc.,269.87,200.13,25.842072108793126,Technology
FDX,FedEx Corporation,157.26,161.33,-2.588070710924597,Transportation
FE,FirstEnergy Corp.,43.44,37.55,13.558931860036836,Public Utilities
FEDU,Four Seasons Education (Cayman) Inc.,1.93,2.46,-27.46113989637306,Consumer Services
FELP,Foresight Energy LP,0.4584,3.5,-663.5253054101222,Energy
FENG,Phoenix New Media Limited,2.63,3.2,-21.67300380228138,Consumer Services
FET,"Forum Energy Technologies, Inc.",2.02,4.13,-104.45544554455446,Energy
FF,FutureFuel Corp.,10.95,15.86,-44.840182648401836,Basic Industries
FFG,"FBL Financial Group, Inc.",59.48,65.65,-10.37323470073976,Finance
FG,FGL Holdings,7.05,6.66,5.531914893617016,Finance
FGP,"Ferrellgas Partners, L.P.",0.7115,0.54,24.104005621925506,Consumer Services
FHN,First Horizon National Corporation,15.52,13.16,15.206185567010305,Finance
FI,Frank&#39;s International N.V.,5.01,5.22,-4.191616766467066,Energy
FICO,Fair Isaac Corporation,338.65,187.0,44.78074708401004,Miscellaneous
FII,"Federated Investors, Inc.",32.8,26.55,19.05487804878048,Finance
FIS,"Fidelity National Information Services, Inc.",125.95,102.55,18.578801111552206,Miscellaneous
FIT,"Fitbit, Inc.",3.2,4.97,-55.312499999999986,Technology
FIX,"Comfort Systems USA, Inc.",39.65,43.68,-10.163934426229511,Capital Goods
FL,"Foot Locker, Inc.",38.56,53.2,-37.96680497925311,Consumer Services
FLO,"Flowers Foods, Inc.",23.88,18.47,22.65494137353434,Consumer Non-Durables
FLOW,"SPX FLOW, Inc.",37.0,30.42,17.78378378378378,Technology
FLR,Fluor Corporation,21.09,32.2,-52.67899478425796,Basic Industries
FLS,Flowserve Corporation,44.62,38.02,14.791573285522174,Capital Goods
FLT,"FleetCor Technologies, Inc.",266.74,185.72,30.37414710954488,Miscellaneous
FMC,FMC Corporation,81.62,64.15,21.40406763048272,Basic Industries
FMS,Fresenius Medical Care Corporation,33.37,32.39,2.9367695534911507,Health Care
FMX,Fomento Economico Mexicano S.A.B. de C.V.,85.88,86.05,-0.19795062878435227,Consumer Non-Durables
FN,Fabrinet,49.52,51.31,-3.6147011308562176,Public Utilities
FNB,F.N.B. Corporation,11.13,9.84,11.590296495956881,Finance
FND,"Floor & Decor Holdings, Inc.",42.56,25.9,39.144736842105274,Consumer Services
FNF,"Fidelity National Financial, Inc.",42.47,31.44,25.971273840357895,Finance
FNV,Franco-Nevada Corporation,90.67,70.17,22.609462887393843,Basic Industries
FOE,Ferro Corporation,12.12,15.68,-29.37293729372938,Basic Industries
FOR,Forestar Group Inc,18.38,13.85,24.64635473340587,Finance
FPAC,Far Point Acquisition Corporation,10.35,9.65,6.763285024154583,Finance
FPH,"Five Point Holdings, LLC",6.89,6.94,-0.7256894049346982,Finance
FPI,Farmland Partners Inc.,5.94,4.54,23.56902356902357,Consumer Services
FR,"First Industrial Realty Trust, Inc.",36.77,28.86,21.51210225727496,Consumer Services
FRAC,"Keane Group, Inc.",5.64,8.18,-45.03546099290781,Energy
FRO,Frontline Ltd.,6.76,5.53,18.195266272189343,Transportation
FRT,Federal Realty Investment Trust,127.28,118.04,7.259585166561906,Consumer Services
FSB,"Franklin Financial Network, Inc.",27.95,26.37,5.652951699463321,Finance
FSM,Fortuna Silver Mines Inc.,4.19,3.64,13.12649164677805,Basic Industries
FSS,Federal Signal Corporation,29.37,19.9,32.243786176370456,Capital Goods
FTCH,Farfetch Limited,18.09,17.71,2.100608070757319,Miscellaneous
FTI,TechnipFMC plc,24.75,19.58,20.888888888888896,Energy
FTK,"Flotek Industries, Inc.",2.87,1.09,62.02090592334495,Basic Industries
FTS,Fortis Inc.,39.6,33.36,15.757575757575761,Public Utilities
FTSI,"FTS International, Inc.",3.03,7.11,-134.65346534653466,Energy
FTV,Fortive Corporation,70.41,67.66,3.905695213748047,Capital Goods
FUL,H. B. Fuller Company,44.25,42.67,3.57062146892655,Basic Industries
FUN,"Cedar Fair, L.P.",49.34,47.3,4.134576408593445,Consumer Services
G,Genpact Limited,37.6,26.99,28.218085106382983,Consumer Services
GATX,GATX Corporation,73.34,70.81,3.44968639214617,Consumer Services
GBL,"Gamco Investors, Inc.",19.52,16.89,13.473360655737702,Finance
GBX,"Greenbrier Companies, Inc. (The)",26.29,39.54,-50.399391403575514,Capital Goods
GCAP,"GAIN Capital Holdings, Inc.",4.06,6.16,-51.7241379310345,Finance
GCI,TEGNA Inc.,11.04,8.53,22.735507246376812,Consumer Services
GCO,Genesco Inc.,36.78,44.3,-20.44589450788471,Consumer Services
GCP,GCP Applied Technologies Inc.,20.31,24.55,-20.876415558838023,Basic Industries
GD,General Dynamics Corporation,176.77,157.21,11.06522599988686,Capital Goods
GDDY,GoDaddy Inc.,65.17,65.62,-0.6905017646156251,Technology
GDI,"Gardner Denver Holdings, Inc.",30.18,20.45,32.23989396951624,Technology
GDOT,Green Dot Corporation,46.87,79.52,-69.66076381480691,Finance
GE,General Electric Company,9.66,7.28,24.63768115942029,Energy
GEL,"Genesis Energy, L.P.",21.66,18.47,14.72760849492152,Energy
GEN           ,"Genesis Healthcare, Inc.",1.03,1.18,-14.563106796116495,Health Care
GEO,Geo Group Inc (The),17.47,19.7,-12.764739553520323,Consumer Services
GES,"Guess?, Inc.",16.05,20.77,-29.40809968847351,Consumer Non-Durables
GFF,Griffon Corporation,18.85,10.45,44.56233421750664,Capital Goods
GFI,Gold Fields Limited,5.83,3.52,39.62264150943396,Basic Industries
GGB,Gerdau S.A.,3.28,3.76,-14.634146341463413,Capital Goods
GGG,Graco Inc.,45.43,41.85,7.880255337882453,Capital Goods
GHC,Graham Holdings Company,690.0,640.58,7.162318840579704,Consumer Services
GHG,GreenTree Hospitality Group Ltd.,10.5,12.99,-23.714285714285715,Consumer Services
GHL,"Greenhill & Co., Inc.",14.39,24.4,-69.56219596942319,Finance
GHM,Graham Corporation,20.23,22.84,-12.901631240731584,Technology
GIB,CGI Inc.,74.63,61.19,18.008843628567597,Consumer Services
GIG,"GigCapital, Inc.",10.39,10.1,2.791145332050057,Finance
GIL,"Gildan Activewear, Inc.",38.27,30.36,20.66893127776327,Consumer Non-Durables
GIS,"General Mills, Inc.",52.81,38.94,26.263965158114,Consumer Non-Durables
GJH,STRATS Trust,9.87,9.11,7.700101317122591,Finance
GJO,STRATS Trust,22.97,22.56,1.7849368741837186,Finance
GJS,STRATS Trust,20.4,19.75,3.186274509803915,Finance
GJT,"Synthetic Fixed-Income Securities, Inc.",20.75,20.2,2.6506024096385574,Finance
GJV,"Synthetic Fixed-Income Securities, Inc.",26.77,25.25,5.677997758685094,Finance
GKOS,Glaukos Corporation,75.06,56.17,25.166533439914733,Health Care
GLOB,Globant S.A.,103.38,56.32,45.52137744244534,Technology
GLOG,GasLog LP.,12.7,16.46,-29.60629921259844,Consumer Services
GLOP,GasLog Partners LP,19.81,19.8,0.0504795557798991,Consumer Services
GLP,Global Partners LP,19.78,16.3,17.593528816986854,Energy
GLT,Glatfelter,14.67,9.76,33.46966598500341,Basic Industries
GLW,Corning Incorporated,28.18,30.21,-7.203690560681339,Basic Industries
GM,General Motors Company,39.01,33.45,14.252755703665715,Capital Goods
GME,Gamestop Corporation,3.71,12.62,-240.16172506738545,Consumer Services
GMED,"Globus Medical, Inc.",49.19,43.28,12.014637121366125,Health Care
GMRE,Global Medical REIT Inc.,10.27,8.89,13.437195715676719,Consumer Services
GMS,GMS Inc.,20.92,14.86,28.967495219885286,Consumer Services
GMTA,GATX Corporation,26.39,21.95,16.824554755589244,Consumer Services
GNC,"GNC Holdings, Inc.",2.03,2.37,-16.74876847290642,Consumer Non-Durables
GNE,Genie Energy Ltd.,7.59,6.03,20.55335968379446,Public Utilities
GNK,Genco Shipping & Trading Limited ,8.5,7.89,7.176470588235298,Transportation
GNL,"Global Net Lease, Inc.",19.19,17.62,8.181344450234498,Consumer Services
GNRC,Generac Holdlings Inc.,70.0,49.7,28.999999999999996,Consumer Durables
GNW,Genworth Financial Inc,3.89,4.66,-19.794344473007712,Finance
GOL,Gol Linhas Aereas Inteligentes S.A.,20.57,13.55,34.12736995624696,Transportation
GOLD,Barrick Gold Corporation,17.59,13.54,23.024445707788523,Basic Industries
GOLF,Acushnet Holdings Corp.,24.72,21.07,14.765372168284784,Consumer Non-Durables
GOOS,Canada Goose Holdings Inc.,42.21,43.72,-3.5773513385453635,Consumer Non-Durables
GPC,Genuine Parts Company,90.08,96.02,-6.594138543516872,Capital Goods
GPI,"Group 1 Automotive, Inc.",81.42,52.72,35.24932449029723,Consumer Durables
GPJA,Georgia Power Company,25.7,21.21,17.470817120622563,Public Utilities
GPK,Graphic Packaging Holding Company,14.37,10.64,25.95685455810716,Consumer Durables
GPMT,Granite Point Mortgage Trust Inc.,18.66,18.03,3.376205787781345,Consumer Services
GPN,Global Payments Inc.,153.58,103.13,32.84932933975779,Miscellaneous
GPRK,Geopark Ltd,17.55,13.82,21.253561253561255,Energy
GPS,"Gap, Inc. (The)",17.83,25.76,-44.475602916433,Consumer Services
GPX,GP Strategies Corporation,13.28,12.61,5.0451807228915655,Consumer Services
GRA,W.R. Grace & Co.,66.82,64.91,2.8584256210715306,Basic Industries
GRAF,Graf Industrial Corp.,10.03,9.6,4.287138584247256,Finance
GRAM,Grana y Montero S.A.A.,2.87,3.11,-8.362369337979086,Basic Industries
GRC,Gorman-Rupp Company (The),31.06,32.41,-4.346426271732125,Capital Goods
GRUB,GrubHub Inc.,69.04,76.81,-11.25434530706836,Miscellaneous
GS,"Goldman Sachs Group, Inc. (The)",201.68,167.05,17.17076556921856,Finance
GSH,Guangshen Railway Company Limited,16.11,18.68,-15.952824332712604,Transportation
GSK,GlaxoSmithKline PLC,40.36,38.21,5.3270564915758145,Health Care
GSL,"Global Ship Lease, Inc.",7.54,4.96,34.217506631299734,Transportation
GTES,Gates Industrial Corporation plc,9.78,13.24,-35.37832310838447,Technology
GTN,"Gray Television, Inc.",16.81,14.74,12.314098750743598,Consumer Services
GTS,Triple-S Management Corporation,21.74,17.39,20.00919963201471,Finance
GTT,"GTT Communications, Inc.",11.45,23.66,-106.63755458515286,Public Utilities
GTX,Garrett Motion Inc.,12.77,12.34,3.3672670321064975,Capital Goods
GTY,Getty Realty Corporation,29.25,29.41,-0.5470085470085475,Finance
GVA,Granite Construction Incorporated,30.54,40.28,-31.892599869024234,Basic Industries
GWB,"Great Western Bancorp, Inc.",30.48,31.25,-2.5262467191601035,Finance
GWR,"Genesee & Wyoming, Inc.",109.34,74.02,32.30290835924639,Transportation
GWRE,"Guidewire Software, Inc.",96.78,80.23,17.10064062822897,Technology
GWW,"W.W. Grainger, Inc.",268.83,282.36,-5.032920432987401,Consumer Services
GYB,CABCO Series 2004-101 Trust,21.475,19.79,7.8463329452852255,Finance
GYC,Corporate Asset Backed Corp CABCO,22.0003,19.86,9.728503702222243,Finance
H,Hyatt Hotels Corporation,74.01,67.6,8.66099175787057,Consumer Services
HAE,Haemonetics Corporation,117.16,100.05,14.603960396039604,Health Care
HAL,Halliburton Company,20.31,26.58,-30.87149187592319,Energy
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",26.87,19.05,29.103088946780797,Consumer Services
HBB,Hamilton Beach Brands Holding Company,14.18,23.46,-65.44428772919606,Consumer Durables
HBI,Hanesbrands Inc.,15.0,12.53,16.466666666666672,Consumer Services
HBM,Hudbay Minerals Inc.,3.82,4.72,-23.56020942408377,Basic Industries
HCA,"HCA Healthcare, Inc.",123.54,124.45,-0.736603529221302,Health Care
HCC,"Warrior Met Coal, Inc.",21.48,24.11,-12.243947858472994,Energy
HCFT,"Hunt Companies Finance Trust, Inc.",3.27,2.86,12.538226299694195,Consumer Services
HCHC,"HC2 Holdings, Inc.",2.08,2.64,-26.923076923076927,Capital Goods
HCI,"HCI Group, Inc.",39.68,50.81,-28.04939516129033,Finance
HCP,"HCP, Inc.",32.45,27.93,13.929121725731905,Consumer Services
HCR,Hi-Crush Inc.,1.9,3.58,-88.42105263157896,Basic Industries
HD,"Home Depot, Inc. (The)",204.94,171.82,16.160827559285647,Consumer Services
HDB,HDFC Bank Limited,109.44,103.59,5.3453947368421,Finance
HE,"Hawaiian Electric Industries, Inc.",43.32,36.62,15.46629732225301,Public Utilities
HEI,Heico Corporation,132.41,77.48,41.48478211615436,Capital Goods
HEP,"Holly Energy Partners, L.P.",27.42,28.56,-4.157549234135656,Energy
HES,Hess Corporation,58.82,40.5,31.14586875212513,Energy
HESM,Hess Midstream Partners LP,18.92,16.98,10.253699788583516,Energy
HFC,HollyFrontier Corporation,48.8,51.12,-4.754098360655738,Energy
HGH,"Hartford Financial Services Group, Inc. (The)",28.66,27.35,4.570830425680386,Finance
HGV,Hilton Grand Vacations Inc.,26.08,26.39,-1.188650306748475,Consumer Services
HHC,Howard Hughes Corporation (The),127.97,97.62,23.716496053762594,Consumer Services
HHS,"Harte-Hanks, Inc.",2.75,2.42,12.000000000000002,Technology
HI,Hillenbrand Inc,30.39,37.93,-24.810793024021056,Consumer Durables
HIG,"Hartford Financial Services Group, Inc. (The)",56.56,44.45,21.410891089108908,Finance
HII,"Huntington Ingalls Industries, Inc.",201.76,190.31,5.675059476605862,Capital Goods
HIL,"Hill International, Inc.",3.01,3.08,-2.3255813953488467,Consumer Services
HIVE,"Aerohive Networks, Inc.",4.45,3.26,26.741573033707873,Technology
HIW,"Highwoods Properties, Inc.",43.54,38.69,11.139182361047316,Consumer Services
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,5.91,6.18,-4.568527918781719,Finance
HL,Hecla Mining Company,2.01,2.36,-17.412935323383092,Basic Industries
